idx,text,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
39,i had been talking to coach claudia barcomb and coach ali boe for a long time and they both made me feel very welcomed at union,1,1,26,53.56,20.31,30.98,79.29,26,15.38,84.62,65.38,50,11.54,11.54,7.69,0,0,0,3.85,0,7.69,3.85,0,11.54,7.69,3.85,7.69,0,19.23,3.85,7.69,15.38,7.69,0,7.69,7.69,0,7.69,3.85,3.85,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,11.54,7.69,0,3.85,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,7.69,0,0,3.85,0,0,3.85,0,11.54,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0
40,i feel if i completely hated things i d exercise my democratic right speak my mind in what ever ways possible and try to enact a change,3,1,27,16.08,1,99,20.23,27,14.81,88.89,77.78,51.85,25.93,18.52,18.52,0,0,0,0,7.41,11.11,3.7,0,7.41,0,7.41,7.41,0,18.52,7.41,0,3.7,0,3.7,0,33.33,3.7,29.63,3.7,7.41,3.7,7.41,3.7,3.7,0,7.41,3.7,3.7,3.7,0,3.7,0,3.7,0,0,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,7.41,0,0,3.7,0,0,3.7,7.41,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
41,i feel humiliated embarrassed or foolish i will remember that others have felt the same way because of the same kinds of things and i will be kind and helpful and accepting,0,1,32,8.85,1,99,20.23,32,21.88,96.88,81.25,59.38,18.75,9.38,9.38,0,0,0,0,9.38,9.38,6.25,0,6.25,12.5,0,15.63,0,25,9.38,0,3.13,0,0,3.13,28.13,0,28.13,9.38,3.13,0,3.13,0,15.63,3.13,12.5,6.25,6.25,6.25,0,6.25,0,0,0,0,9.38,9.38,3.13,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,6.25,9.38,0,0,3.13,0,0,6.25,0,9.38,3.13,6.25,0,0,0,0,0,0,0,0,0,0,0,0
42,i feel reassured that i am dealing with my diet in the right way and that all is good,1,1,19,22.98,1,99,99,19,10.53,100,68.42,63.16,26.32,15.79,15.79,0,0,0,0,10.53,26.32,5.26,0,10.53,10.53,0,5.26,0,15.79,0,5.26,0,0,0,0,10.53,5.26,5.26,5.26,0,0,0,0,0,0,10.53,10.53,0,5.26,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,15.79,0,0,10.53,0,0,5.26,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0
43,i feel i have to agree with her even though i can imagine some rather unpleasant possible cases,0,1,18,1.78,1,77.17,1,18,16.67,94.44,88.89,66.67,22.22,22.22,16.67,0,0,5.56,0,0,11.11,0,0,11.11,11.11,16.67,5.56,0,22.22,11.11,5.56,0,0,0,0,33.33,0,33.33,11.11,0,5.56,11.11,0,5.56,0,5.56,0,5.56,5.56,0,5.56,0,0,0,0,11.11,5.56,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,5.56,0,0,11.11,11.11,5.56,0,5.56,0,0,0,0,0,0,0,0,0
44,im in such a happy mood today i feel almost delighted and i havent done anything different today then i normally have it is wonderful,1,1,25,1,1,99,99,25,20,100,84,68,24,16,16,0,0,0,0,8,8,4,0,4,20,8,8,4,24,12,0,0,0,0,0,24,0,24,4,0,4,8,0,8,0,16,12,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,4,0,0,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
45,im feeling really out of place and irritated,3,1,8,26.1,1.71,99,1,8,25,100,62.5,62.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,25,12.5,12.5,12.5,0,12.5,0,0,0,0,0,0,25,0,25,12.5,0,0,0,12.5,0,0,12.5,0,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37.5,0,0,25,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
46,i also know that i feel nothing than a friendly affection to them too,1,1,14,2.35,1,99,99,14,21.43,100,92.86,71.43,28.57,21.43,14.29,0,0,0,7.14,7.14,14.29,7.14,0,14.29,0,14.29,14.29,7.14,14.29,7.14,0,14.29,14.29,0,0,28.57,7.14,21.43,14.29,0,0,0,0,7.14,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,21.43,14.29,14.29,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0
47,i feel like i had a rather productive weekend and i cant always say that no matter how much i get done,1,1,22,1,1,99,20.23,22,9.09,100,90.91,72.73,22.73,18.18,18.18,0,0,0,0,4.55,18.18,4.55,0,4.55,13.64,13.64,4.55,9.09,27.27,9.09,4.55,4.55,0,4.55,0,31.82,9.09,22.73,9.09,4.55,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,9.09,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,18.18,4.55,0,0,0,0,0,4.55,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
48,im feeling insecure at the moment,4,1,6,89.52,1,99,1,6,33.33,100,66.67,50,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
49,i was feeling pretty anxious all day but my first day at work was a very good day and that helped a lot,4,1,23,23.51,1.4,98.67,84.9,23,8.7,100,86.96,65.22,13.04,8.7,8.7,0,0,0,0,4.35,30.43,8.7,4.35,4.35,8.7,8.7,8.7,0,13.04,13.04,26.09,8.7,4.35,4.35,0,17.39,4.35,13.04,4.35,0,0,4.35,0,4.35,0,13.04,8.7,4.35,8.7,4.35,4.35,4.35,0,0,0,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09,4.35,0,0,0,0,0,4.35,13.04,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,i stood up to you i finally stood up to you and now i feel like im being punished if i could go back and do it again,0,1,28,1.23,9.23,99,1,28,7.14,100,96.43,78.57,28.57,25,17.86,0,7.14,0,0,3.57,0,0,0,17.86,14.29,10.71,10.71,0,32.14,0,0,3.57,0,0,3.57,10.71,0,10.71,3.57,0,3.57,3.57,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,0,10.71,3.57,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,25,0,3.57,21.43,0,0,3.57,10.71,10.71,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0
51,i feel a little nervous i go to the gym,4,1,10,97.77,1,99,1,10,10,100,90,50,20,20,20,0,0,0,0,0,20,20,0,10,0,0,0,0,20,20,10,0,0,0,0,10,0,10,10,0,0,0,0,0,0,10,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,10,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
52,i feel like i could go into any situation and become successful because i ve been competing all my life explained schaub in an interview with the a href http bleacherreport,1,1,31,84.4,1.48,97.57,70.91,31,22.58,87.1,70.97,54.84,12.9,12.9,12.9,0,0,0,0,0,19.35,9.68,0,12.9,6.45,0,6.45,0,19.35,3.23,3.23,6.45,0,6.45,3.23,25.81,3.23,22.58,6.45,3.23,3.23,3.23,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,9.68,6.45,0,0,0,0,3.23,0,0,0,0,0,3.23,0,0,3.23,3.23,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,12.9,12.9,0,3.23,9.68,0,0,3.23,0,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0
53,i can t stop the anxiety i feel when i m alone when i ve got no distractions,0,1,18,1,1,99,1,18,11.11,83.33,66.67,55.56,22.22,22.22,22.22,0,0,0,0,0,11.11,5.56,0,0,5.56,16.67,11.11,5.56,16.67,5.56,0,0,0,0,0,16.67,5.56,11.11,5.56,0,5.56,0,0,0,0,5.56,0,5.56,5.56,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,16.67,11.11,5.56,0,0,0,0,5.56,16.67,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
54,im trying to feel out my house style now that im living on my own and have creative carte blanche,1,1,20,8.11,1,99,20.23,20,10,85,75,55,25,20,20,0,0,0,0,5,15,0,0,15,15,5,5,0,30,5,0,15,0,10,5,10,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,15,0,0,10,0,0,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
55,i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends,0,1,40,1,15.75,78.67,59.44,40,12.5,100,90,75,25,17.5,12.5,0,0,0,5,7.5,10,2.5,2.5,10,15,10,10,2.5,27.5,5,2.5,10,5,5,0,22.5,5,17.5,2.5,2.5,5,2.5,2.5,5,0,5,2.5,0,2.5,0,0,0,0,0,0,17.5,0,0,0,0,0,0,15,0,10,5,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7.5,0,0,2.5,2.5,0,2.5,5,7.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
56,i had every intention of doing more gardening this morning while it was still cool but i was just feeling so rotten,0,1,22,1,1.08,95.15,20.23,22,18.18,100,81.82,72.73,18.18,9.09,9.09,0,0,0,0,9.09,13.64,0,0,4.55,18.18,13.64,13.64,0,18.18,13.64,9.09,0,0,0,0,18.18,4.55,13.64,4.55,4.55,0,0,0,4.55,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,9.09,0,0,0,0,0,9.09,9.09,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,i have a good feeling about this so i am excited,1,1,11,1,1,95.15,99,11,18.18,100,72.73,72.73,27.27,18.18,18.18,0,0,0,0,9.09,18.18,9.09,0,9.09,18.18,18.18,9.09,0,18.18,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,18.18,18.18,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
58,i feel like i am just starting to understand the blessings that come from being submissive to the will of the father,0,1,22,94.5,17.46,99,86.79,22,18.18,100,86.36,68.18,13.64,9.09,9.09,0,0,0,0,4.55,18.18,13.64,0,22.73,13.64,4.55,0,0,31.82,0,0,9.09,4.55,0,4.55,9.09,0,9.09,9.09,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,9.09,0,4.55,4.55,0,0,4.55,4.55,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0
59,i think about the things ive said and the stuff i have done it makes me feel disgusted in myself when i should be making you happy and smile which i was far from doing,3,1,35,1,1,99,65.27,35,2.86,100,94.29,74.29,34.29,22.86,20,0,2.86,0,0,11.43,5.71,5.71,0,8.57,20,5.71,8.57,0,34.29,5.71,0,0,0,0,0,17.14,0,17.14,5.71,5.71,2.86,0,0,2.86,0,8.57,5.71,2.86,8.57,5.71,2.86,0,0,0,0,8.57,5.71,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,8.57,0,0,5.71,0,0,2.86,2.86,11.43,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0
60,i woke up yesterday monday morning feeling a little depressed,0,1,10,97.77,3.95,99,1,10,40,100,50,30,10,10,10,0,0,0,0,0,10,10,0,10,0,0,0,0,0,10,10,0,0,0,0,10,0,10,10,0,0,0,0,0,0,10,0,10,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,i feel so embarrassed,0,1,4,1,1,99,1,4,25,100,75,50,25,25,25,0,0,0,0,0,0,0,0,0,0,25,25,0,25,0,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0,25,0,25,25,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
62,i spent wandering around still kinda dazed and not feeling particularly sociable but because id been in hiding for a couple for days and it was getting to be a little unhealthy i made myself go down to the cross and hang out with folks,1,1,45,59.67,1.24,99,20.23,45,15.56,97.78,88.89,62.22,11.11,8.89,8.89,0,0,0,0,2.22,6.67,6.67,0,20,8.89,6.67,11.11,2.22,22.22,4.44,6.67,2.22,2.22,0,0,15.56,0,15.56,2.22,4.44,2.22,2.22,0,4.44,0,4.44,2.22,2.22,0,0,0,0,0,0,0,4.44,2.22,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,6.67,0,0,0,2.22,4.44,2.22,2.22,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,2.22,0,6.67,20,0,4.44,15.56,2.22,0,2.22,2.22,8.89,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0
63,i can honestly say that after each sistahs chat i feel invigorated and blessed,1,1,14,7.34,1,72.58,99,14,28.57,92.86,71.43,50,21.43,14.29,14.29,0,0,0,0,7.14,14.29,0,0,7.14,7.14,0,14.29,0,21.43,7.14,0,7.14,7.14,0,0,21.43,0,21.43,7.14,0,7.14,0,7.14,0,0,14.29,14.29,0,7.14,7.14,0,0,0,0,0,21.43,21.43,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,7.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
64,i still feel stupid to be in that class this is all cause off pbss fault,0,1,16,43.4,11.66,54.55,1,16,0,87.5,75,62.5,18.75,6.25,6.25,0,0,0,0,12.5,18.75,0,0,18.75,12.5,6.25,0,0,18.75,6.25,6.25,0,0,0,0,18.75,6.25,12.5,6.25,6.25,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,6.25,0,0,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
65,i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling,5,1,24,62.1,40.06,99,20.23,24,20.83,95.83,70.83,58.33,16.67,8.33,4.17,0,0,0,0,8.33,16.67,12.5,0,12.5,12.5,0,8.33,0,20.83,4.17,4.17,4.17,0,4.17,0,20.83,0,20.83,12.5,0,4.17,0,0,4.17,0,4.17,0,0,4.17,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,4.17,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,20.83,4.17,0,8.33,0,0,8.33,8.33,4.17,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
66,i admit im feeling a little bit unloved at this point,0,1,11,45.12,1,99,1,11,18.18,90.91,63.64,45.45,27.27,18.18,18.18,0,0,0,0,9.09,18.18,9.09,0,9.09,9.09,0,0,0,9.09,9.09,18.18,0,0,0,0,18.18,0,18.18,18.18,0,0,0,0,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
67,i feel a bit stressed even though all the things i have going on are fun,3,1,16,13.27,1,99,20.23,16,6.25,100,93.75,68.75,18.75,12.5,12.5,0,0,0,0,6.25,18.75,12.5,0,6.25,12.5,12.5,6.25,0,25,6.25,12.5,0,0,0,0,18.75,6.25,12.5,6.25,0,0,0,0,6.25,0,12.5,6.25,6.25,12.5,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,12.5,0,6.25,0,0,0,6.25,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0
68,im feeling pretty anxious,4,1,4,1,1,99,1,4,50,100,75,50,25,25,25,0,0,0,0,0,0,0,0,0,25,25,0,0,25,50,0,0,0,0,0,50,0,50,25,0,0,25,0,0,0,25,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
69,i feel shocked and sad at the fact that there are so many sick people,5,1,15,10.19,10.48,63.35,1,15,6.67,93.33,86.67,60,13.33,6.67,6.67,0,0,0,0,6.67,20,6.67,0,6.67,6.67,13.33,13.33,0,13.33,26.67,6.67,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,20,0,13.33,20,0,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,6.67,0,0,6.67,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0
70,i think they have always been proponents of the idea and it is just slightly possible that his feelings for a particularly charming new england girl have brought him around to their way of thinking,1,1,35,24.37,92.91,80.49,94.7,35,25.71,91.43,80,62.86,20,14.29,2.86,0,0,5.71,5.71,5.71,14.29,5.71,0,14.29,11.43,11.43,2.86,0,20,8.57,0,0,0,0,0,17.14,2.86,14.29,11.43,0,0,2.86,0,0,0,5.71,5.71,0,2.86,2.86,0,0,0,0,0,20,5.71,0,0,0,0,0,14.29,0,0,2.86,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,11.43,0,2.86,5.71,0,0,2.86,5.71,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0
71,i feel like a naughty school girl because i am falling behind,2,1,12,73.36,6.61,99,20.23,12,25,100,75,58.33,16.67,16.67,16.67,0,0,0,0,0,8.33,8.33,0,16.67,8.33,0,8.33,0,16.67,8.33,0,16.67,0,16.67,0,16.67,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,25,0,0,16.67,0,0,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
72,i am right handed however i play billiards left handed naturally so me trying to play right handed feels weird,5,1,20,3.8,1,89.39,99,20,15,80,55,40,15,15,15,0,0,0,0,0,0,0,0,5,5,15,10,0,15,5,0,5,0,5,0,15,0,15,5,0,5,0,0,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
73,i can feel that they are kind friendly and can understand my feelings,1,1,13,1,7.93,81.58,99,13,23.08,92.31,84.62,61.54,30.77,23.08,15.38,0,0,0,7.69,7.69,15.38,0,0,0,23.08,0,7.69,0,38.46,7.69,0,7.69,7.69,0,0,38.46,0,38.46,23.08,0,15.38,0,0,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,15.38,0,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0
74,i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land,2,1,25,12.09,1,99,20.23,25,12,96,80,60,16,12,12,0,0,0,0,4,16,8,0,8,8,4,16,4,24,4,0,4,4,0,0,20,4,16,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,8,20,0,0,4,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
75,i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems,3,1,27,55.25,40.06,92.16,1,27,18.52,100,66.67,51.85,14.81,14.81,7.41,0,0,3.7,0,0,14.81,3.7,0,14.81,7.41,7.41,3.7,0,18.52,3.7,0,7.41,0,0,7.41,18.52,0,18.52,3.7,0,0,3.7,0,3.7,0,3.7,0,3.7,3.7,0,3.7,0,0,0,0,18.52,7.41,0,0,0,0,7.41,11.11,0,0,0,7.41,3.7,0,0,3.7,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,18.52,0,0,14.81,0,0,3.7,0,0,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0
76,i feel transcendant and splendid,1,1,5,3.8,1,99,99,5,40,80,80,40,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
77,i finally arrived home a couple of hours later feeling somewhat exhausted dehydrated and even sun burnt,0,1,17,46.7,12.77,99,1,17,35.29,94.12,70.59,41.18,5.88,5.88,5.88,0,0,0,0,0,5.88,5.88,0,5.88,0,17.65,5.88,0,5.88,11.76,11.76,0,0,0,0,11.76,0,11.76,5.88,0,0,5.88,0,0,0,5.88,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,17.65,0,5.88,5.88,0,0,5.88,17.65,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,i am feeling totally relaxed and comfy,1,1,7,1,1,97.09,99,7,42.86,85.71,57.14,57.14,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,28.57,0,28.57,14.29,0,0,0,14.29,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
79,i want each of you to feel my gentle embrace,2,1,10,69.05,40.06,63.35,99,10,10,100,90,60,30,30,20,0,10,0,0,0,20,0,0,20,0,0,0,0,20,10,0,10,10,0,0,30,0,30,10,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
